"all.data.peaks.deseq2_LamBKO.seqnames"	"all.data.peaks.deseq2_LamBKO.start"	"all.data.peaks.deseq2_LamBKO.end"	"all.data.peaks.deseq2_LamBKO.width"	"all.data.peaks.deseq2_LamBKO.strand"	"all.data.peaks.deseq2_LamBKO.Conc"	"all.data.peaks.deseq2_LamBKO.Conc_Group1"	"all.data.peaks.deseq2_LamBKO.Conc_Group2"	"all.data.peaks.deseq2_LamBKO.Fold"	"all.data.peaks.deseq2_LamBKO.p.value"	"all.data.peaks.deseq2_LamBKO.FDR"	"all.data.peaks.deseq2_LamBKO.peak"	"all.data.peaks.deseq2_LamBKO.feature"	"all.data.peaks.deseq2_LamBKO.start_position"	"all.data.peaks.deseq2_LamBKO.end_position"	"all.data.peaks.deseq2_LamBKO.feature_strand"	"all.data.peaks.deseq2_LamBKO.insideFeature"	"all.data.peaks.deseq2_LamBKO.distancetoFeature"	"all.data.peaks.deseq2_LamBKO.shortestDistance"	"all.data.peaks.deseq2_LamBKO.fromOverlappingOrNearest"	"all.data.peaks.deseq2_LamBKO.symbol"	"all.data.peaks.deseq2_LamBKO.genename"
"chr2R"	11657997	11658197	201	"*"	5.7	5.88	5.57	0.31	0.311	0.66	"3052"	"FBgn0011916"	11660563	11660635	"-"	"downstream"	2638	2366	"NearestLocation"	NA	NA
"chr3R"	16617443	16617643	201	"*"	6.15	6.03	6.21	-0.18	0.311	0.66	"8636"	"FBgn0038450"	16617950	16619878	"+"	"upstream"	-507	307	"NearestLocation"	"CG17560"	"uncharacterized protein"
"chr3R"	11407796	11407996	201	"*"	5.23	5.44	5.09	0.34	0.311	0.66	"8054"	"FBgn0037892"	11407918	11408756	"+"	"overlapStart"	-122	78	"NearestLocation"	"mRpL40"	"mitochondrial ribosomal protein L40"
"chr3R"	30425638	30425838	201	"*"	5.93	6.08	5.84	0.24	0.311	0.66	"10041"	"FBgn0039766"	30424499	30425162	"-"	"upstream"	-476	476	"NearestLocation"	"CG15536"	"uncharacterized protein"
"chr3R"	8867468	8867668	201	"*"	5.08	5.27	4.95	0.32	0.311	0.66	"7773"	"FBgn0053551"	8862933	8863005	"+"	"downstream"	4535	4463	"NearestLocation"	NA	NA
"chr2L"	3339534	3339734	201	"*"	6.37	6.48	6.29	0.2	0.311	0.66	"360"	"FBgn0031523"	3332814	3334790	"+"	"downstream"	6720	4744	"NearestLocation"	"CG15408"	"uncharacterized protein"
"chr2R"	22182939	22183139	201	"*"	4.63	4.82	4.5	0.31	0.311	0.66	"4278"	"FBgn0034707"	22183138	22185892	"+"	"overlapStart"	-199	1	"NearestLocation"	"MED16"	"Mediator complex subunit 16"
"chr2L"	9396416	9396616	201	"*"	3.8	4.02	3.65	0.38	0.311	0.66	"1044"	"FBgn0032115"	9396999	9397988	"-"	"downstream"	1572	383	"NearestLocation"	"CG4438"	"uncharacterized protein"
"chr3R"	16069490	16069690	201	"*"	3.33	3.6	3.14	0.46	0.312	0.66	"8574"	"FBgn0038397"	16060589	16067594	"-"	"upstream"	-1896	1896	"NearestLocation"	"CG10185"	"uncharacterized protein"
"chr3R"	22993102	22993302	201	"*"	4.06	4.26	3.93	0.34	0.312	0.66	"9284"	"FBgn0263408"	22996454	22997785	"+"	"upstream"	-3352	3152	"NearestLocation"	NA	NA
"chr2L"	9908539	9908739	201	"*"	7.8	7.91	7.73	0.18	0.312	0.66	"1112"	"FBgn0032156"	9903279	9908633	"-"	"overlapStart"	94	94	"NearestLocation"	"CG13124"	"uncharacterized protein"
"chr3L"	21387849	21388049	201	"*"	4.56	4.75	4.42	0.33	0.312	0.66	"7090"	"FBgn0261258"	21382501	21424416	"+"	"inside"	5348	5348	"NearestLocation"	"rgn"	"regeneration"
"chr3R"	16652201	16652401	201	"*"	5.62	5.79	5.51	0.29	0.312	0.66	"8646"	"FBgn0038455"	16651217	16652319	"-"	"overlapStart"	118	82	"NearestLocation"	"CG14907"	"uncharacterized protein"
"chr3R"	5788998	5789198	201	"*"	5.78	5.94	5.68	0.25	0.312	0.66	"7504"	"FBgn0037376"	5787337	5789384	"-"	"inside"	386	186	"NearestLocation"	"Hat1"	"Histone acetyltransferase 1"
"chr2R"	6628285	6628485	201	"*"	7.23	7.34	7.15	0.19	0.312	0.66	"2373"	"FBgn0053919"	6623832	6624577	"-"	"upstream"	-3708	3708	"NearestLocation"	"CG33919"	"uncharacterized protein"
"chr2R"	23668203	23668403	201	"*"	4.8	4.97	4.69	0.28	0.312	0.66	"4437"	"FBgn0266377"	23657567	23680844	"+"	"inside"	10636	10636	"NearestLocation"	"Pde8"	"Phosphodiesterase 8"
"chr2R"	14696466	14696666	201	"*"	3.68	3.44	3.81	-0.38	0.312	0.66	"3436"	"FBgn0020269"	14671396	14713622	"-"	"inside"	17156	16956	"NearestLocation"	"mspo"	"M-spondin"
"chr3L"	567591	567791	201	"*"	4.63	4.8	4.52	0.28	0.312	0.66	"4743"	"FBgn0035143"	581337	582810	"+"	"upstream"	-13746	13546	"NearestLocation"	"Ppm1"	"Ppm1"
"chr2R"	21688403	21688603	201	"*"	5.72	5.87	5.62	0.25	0.312	0.66	"4242"	"FBgn0050285"	21687903	21688545	"-"	"overlapStart"	142	58	"NearestLocation"	"CG30285"	"uncharacterized protein"
"chrX"	2350055	2350255	201	"*"	4.14	4.33	4.01	0.31	0.312	0.66	"10586"	"FBgn0040389"	2343997	2344649	"-"	"upstream"	-5406	5406	"NearestLocation"	"mRpL14"	"mitochondrial ribosomal protein L14"
"chr2L"	10143532	10143732	201	"*"	5.71	5.85	5.61	0.24	0.312	0.66	"1137"	"FBgn0032187"	10144776	10156407	"+"	"upstream"	-1244	1044	"NearestLocation"	"CG4839"	"uncharacterized protein"
"chr2L"	11878973	11879173	201	"*"	5.22	5.39	5.11	0.28	0.312	0.66	"1329"	"FBgn0261805"	11853430	11853925	"+"	"downstream"	25543	25048	"NearestLocation"	"CG42751"	"uncharacterized protein"
"chr2R"	2846582	2846782	201	"*"	5.29	5.47	5.17	0.3	0.312	0.66	"2229"	"FBgn0085638"	2770380	2846708	"-"	"overlapStart"	126	74	"NearestLocation"	"CG41378"	"uncharacterized protein"
"chr2R"	16090513	16090713	201	"*"	3.04	3.3	2.86	0.44	0.312	0.66	"3600"	"FBgn0034072"	16081176	16098564	"-"	"inside"	8051	7851	"NearestLocation"	"Dg"	"Dystroglycan"
"chrX"	2658521	2658721	201	"*"	7.6	7.72	7.52	0.2	0.312	0.66	"10622"	"FBgn0266707"	2675188	2676657	"+"	"upstream"	-16667	16467	"NearestLocation"	NA	NA
"chr2R"	11046353	11046553	201	"*"	5.46	5.6	5.37	0.23	0.313	0.66	"2960"	"FBgn0262817"	11085586	11088300	"+"	"upstream"	-39233	39033	"NearestLocation"	"CG43188"	"uncharacterized protein"
"chr2R"	16210380	16210580	201	"*"	6.66	6.81	6.57	0.24	0.313	0.66	"3624"	"FBgn0050237"	16207635	16207706	"-"	"upstream"	-2674	2674	"NearestLocation"	NA	NA
"chr2R"	23796344	23796544	201	"*"	3.87	4.09	3.72	0.37	0.313	0.66	"4455"	"FBgn0034903"	23753477	23798395	"-"	"inside"	2051	1851	"NearestLocation"	"sona"	"sol narae"
"chr3R"	24272800	24273000	201	"*"	6.76	6.87	6.7	0.17	0.313	0.66	"9456"	"FBgn0086365"	24273029	24275728	"+"	"upstream"	-229	29	"NearestLocation"	"Orct2"	"Organic cation transporter 2"
"chr3L"	21536939	21537139	201	"*"	5.6	5.78	5.49	0.29	0.313	0.66	"7114"	"FBgn0015283"	21537000	21538582	"+"	"overlapStart"	-61	61	"NearestLocation"	"Rpn10"	"Regulatory particle non-ATPase 10"
"chrX"	16446895	16447095	201	"*"	6.06	6.21	5.96	0.25	0.313	0.66	"12025"	"FBgn0261609"	16445176	16446993	"-"	"overlapStart"	98	98	"NearestLocation"	"eIF2alpha"	"eukaryotic translation initiation factor 2 subunit alpha"
"chr3L"	25229993	25230193	201	"*"	6.13	6.25	6.06	0.19	0.313	0.66	"7261"	"FBgn0058354"	25201942	25203341	"+"	"downstream"	28051	26652	"NearestLocation"	NA	NA
"chr3R"	5632229	5632429	201	"*"	4.79	4.98	4.67	0.3	0.313	0.66	"7485"	"FBgn0051549"	5632192	5633321	"+"	"inside"	37	37	"NearestLocation"	"CG31549"	"uncharacterized protein"
"chr2R"	7982352	7982552	201	"*"	5.43	5.58	5.33	0.26	0.313	0.66	"2582"	"FBgn0033247"	7988462	7991283	"+"	"upstream"	-6110	5910	"NearestLocation"	"Nup44A"	"Nucleoporin at 44A"
"chr3R"	26462451	26462651	201	"*"	5.24	5.42	5.12	0.3	0.313	0.661	"9674"	"FBgn0039430"	26461527	26470008	"+"	"inside"	924	924	"NearestLocation"	"CG5455"	"uncharacterized protein"
"chrX"	1927563	1927763	201	"*"	6.14	6.28	6.06	0.22	0.313	0.661	"10496"	"FBgn0023522"	1927683	1930517	"+"	"overlapStart"	-120	80	"NearestLocation"	"CG11596"	"uncharacterized protein"
"chr2R"	10047278	10047478	201	"*"	5.12	5.27	5.02	0.24	0.313	0.661	"2832"	"FBgn0040773"	10048353	10050066	"+"	"upstream"	-1075	875	"NearestLocation"	"COX7C"	"Cytochrome c oxidase subunit 7C"
"chr3L"	1324234	1324434	201	"*"	5.81	5.96	5.71	0.25	0.313	0.661	"4856"	"FBgn0266676"	1322877	1324221	"-"	"upstream"	-13	13	"NearestLocation"	NA	NA
"chr3R"	27111882	27112082	201	"*"	6.71	6.84	6.64	0.2	0.313	0.661	"9741"	"FBgn0039487"	27108467	27112270	"-"	"inside"	388	188	"NearestLocation"	"gb"	"genderblind"
"chr3L"	19908929	19909129	201	"*"	6.89	7.01	6.81	0.2	0.314	0.661	"6922"	"FBgn0264481"	19909365	19910203	"+"	"upstream"	-436	236	"NearestLocation"	NA	NA
"chr3L"	16121899	16122099	201	"*"	5.71	5.86	5.61	0.25	0.314	0.661	"6461"	"FBgn0036571"	16122002	16126052	"+"	"overlapStart"	-103	97	"NearestLocation"	"Strump"	"Strumpellin"
"chr3L"	16590977	16591177	201	"*"	5.36	5.54	5.25	0.29	0.314	0.661	"6521"	"FBgn0003741"	16590059	16591050	"-"	"overlapStart"	73	73	"NearestLocation"	"tra"	"transformer"
"chr2R"	14513825	14514025	201	"*"	4.28	4.48	4.16	0.32	0.314	0.661	"3417"	"FBgn0050197"	14514030	14514992	"+"	"upstream"	-205	5	"NearestLocation"	"CG30197"	"uncharacterized protein"
"chr2R"	12529200	12529400	201	"*"	5.59	5.77	5.47	0.31	0.314	0.661	"3162"	"FBgn0011592"	12529053	12564184	"+"	"inside"	147	147	"NearestLocation"	"fra"	"frazzled"
"chr3R"	7473706	7473906	201	"*"	5.84	5.98	5.74	0.24	0.314	0.661	"7629"	"FBgn0037504"	7472458	7473781	"-"	"overlapStart"	75	75	"NearestLocation"	"CG1142"	"uncharacterized protein"
"chr3R"	23171813	23172013	201	"*"	4.06	4.29	3.9	0.39	0.314	0.661	"9304"	"FBgn0284226"	23173873	23185642	"+"	"upstream"	-2060	1860	"NearestLocation"	"CG46310"	"uncharacterized protein"
"chrX"	18830485	18830685	201	"*"	5.05	5.23	4.94	0.29	0.314	0.661	"12310"	"FBgn0030963"	18830591	18832123	"+"	"overlapStart"	-106	94	"NearestLocation"	"CG7101"	"uncharacterized protein"
"chr2R"	7962300	7962500	201	"*"	4.73	4.53	4.84	-0.32	0.314	0.661	"2579"	"FBgn0027548"	7962463	7969805	"+"	"overlapStart"	-163	37	"NearestLocation"	"nito"	"spenito"
"chr3L"	19097587	19097787	201	"*"	6.22	6.35	6.14	0.22	0.314	0.661	"6838"	"FBgn0036848"	19096399	19097709	"-"	"overlapStart"	122	78	"NearestLocation"	"Naxd"	"NAD(P)HX dehydratase"
"chrX"	11368044	11368244	201	"*"	6.34	6.5	6.24	0.27	0.314	0.661	"11487"	"FBgn0004864"	11360930	11368098	"-"	"overlapStart"	54	54	"NearestLocation"	"hop"	"hopscotch"
"chr3R"	13710761	13710961	201	"*"	5.81	5.95	5.72	0.24	0.314	0.661	"8292"	"FBgn0051469"	13709159	13709939	"-"	"upstream"	-822	822	"NearestLocation"	"CG31469"	"uncharacterized protein"
"chr3L"	3309006	3309206	201	"*"	5.24	5.41	5.13	0.28	0.314	0.661	"5091"	"FBgn0052279"	3314349	3314681	"+"	"upstream"	-5343	5143	"NearestLocation"	"Drsl2"	"Drosomycin-like 2"
"chr3L"	16898549	16898749	201	"*"	4.81	4.99	4.68	0.32	0.314	0.661	"6572"	"FBgn0267558"	16882191	16882539	"+"	"downstream"	16358	16010	"NearestLocation"	NA	NA
"chr2R"	11852477	11852677	201	"*"	5.06	5.25	4.94	0.31	0.314	0.661	"3078"	"FBgn0013756"	11852617	11861202	"+"	"overlapStart"	-140	60	"NearestLocation"	"Mtor"	"Megator"
"chr2R"	10082323	10082523	201	"*"	4.21	4.44	4.06	0.38	0.314	0.661	"2841"	"FBgn0286728"	10082253	10082322	"-"	"upstream"	-1	1	"NearestLocation"	NA	NA
"chr3L"	7503788	7503988	201	"*"	4.78	4.98	4.64	0.34	0.315	0.661	"5463"	"FBgn0035792"	7505540	7506217	"-"	"downstream"	2429	1552	"NearestLocation"	"CG7548"	"uncharacterized protein"
"chrX"	2708418	2708618	201	"*"	3.6	3.83	3.45	0.38	0.315	0.661	"10628"	"FBgn0024997"	2708684	2711668	"+"	"upstream"	-266	66	"NearestLocation"	"CG2681"	"uncharacterized protein"
"chr2L"	21676698	21676898	201	"*"	5.31	5.46	5.21	0.26	0.315	0.661	"2173"	"FBgn0032957"	21663806	21677530	"-"	"inside"	832	632	"NearestLocation"	"CG2225"	"uncharacterized protein"
"chr2R"	12438830	12439030	201	"*"	5.69	5.83	5.6	0.23	0.315	0.661	"3148"	"FBgn0033739"	12437345	12452916	"+"	"inside"	1485	1485	"NearestLocation"	"Dyb"	"Dystrobrevin"
"chr3L"	19928876	19929076	201	"*"	4.91	5.09	4.78	0.32	0.315	0.661	"6926"	"FBgn0036921"	19928743	19932930	"+"	"inside"	133	133	"NearestLocation"	"RhoGDI"	"RhoGDI"
"chr2R"	9046117	9046317	201	"*"	2.82	2.42	3.02	-0.61	0.315	0.661	"2690"	"FBgn0033367"	9042261	9044709	"-"	"upstream"	-1408	1408	"NearestLocation"	"PPO2"	"Prophenoloxidase 2"
"chr3R"	17949190	17949390	201	"*"	6.28	6.4	6.21	0.19	0.315	0.661	"8750"	"FBgn0263995"	17919832	18018892	"+"	"inside"	29358	29358	"NearestLocation"	"cpo"	"couch potato"
"chr2L"	19542443	19542643	201	"*"	6.92	7.02	6.85	0.17	0.315	0.661	"1981"	"FBgn0003231"	19542468	19545548	"+"	"overlapStart"	-25	25	"NearestLocation"	"ref(2)P"	"refractory to sigma P"
"chrX"	1466853	1467053	201	"*"	7.56	7.67	7.48	0.19	0.315	0.661	"10443"	"FBgn0029580"	1467493	1470614	"+"	"upstream"	-640	440	"NearestLocation"	"CG14778"	"uncharacterized protein"
"chr2R"	11025457	11025657	201	"*"	4.38	4.59	4.24	0.35	0.315	0.661	"2957"	"FBgn0262817"	11085586	11088300	"+"	"upstream"	-60129	59929	"NearestLocation"	"CG43188"	"uncharacterized protein"
"chr3R"	20648743	20648943	201	"*"	4.99	5.2	4.85	0.35	0.315	0.661	"9013"	"FBgn0051201"	20644154	20648716	"-"	"upstream"	-27	27	"NearestLocation"	"GluRIIE"	"Glutamate receptor IIE"
"chr2L"	10426792	10426992	201	"*"	5.55	5.74	5.42	0.33	0.315	0.662	"1192"	"FBgn0267330"	10426887	10428632	"+"	"overlapStart"	-95	95	"NearestLocation"	"KdelR"	"KDEL receptor"
"chr3R"	14763592	14763792	201	"*"	4.31	4.5	4.18	0.32	0.316	0.662	"8441"	"FBgn0038258"	14751748	14754460	"-"	"upstream"	-9132	9132	"NearestLocation"	"CG7362"	"uncharacterized protein"
"chr3R"	29460605	29460805	201	"*"	6.05	6.17	5.97	0.19	0.316	0.662	"9907"	"FBgn0264792"	29458779	29459278	"-"	"upstream"	-1327	1327	"NearestLocation"	NA	NA
"chr2L"	11797799	11797999	201	"*"	4.33	4.51	4.22	0.29	0.316	0.662	"1317"	"FBgn0086036"	11798105	11798195	"-"	"downstream"	396	106	"NearestLocation"	NA	NA
"chr2R"	15137639	15137839	201	"*"	3.75	3.95	3.61	0.34	0.316	0.662	"3486"	"FBgn0262954"	15144968	15145519	"-"	"downstream"	7880	7129	"NearestLocation"	"Rpb12"	"Rpb12"
"chr2R"	8091563	8091763	201	"*"	5.27	5.44	5.16	0.28	0.316	0.662	"2601"	"FBgn0033257"	8091696	8096948	"+"	"overlapStart"	-133	67	"NearestLocation"	"sand"	"sandman"
"chr2R"	22646255	22646455	201	"*"	6.09	6.23	6	0.24	0.316	0.662	"4344"	"FBgn0034753"	22644646	22646344	"-"	"overlapStart"	89	89	"NearestLocation"	"CG2852"	"uncharacterized protein"
"chr2L"	15067962	15068162	201	"*"	7.28	7.39	7.21	0.18	0.316	0.662	"1630"	"FBgn0024183"	15062931	15070316	"-"	"inside"	2354	2154	"NearestLocation"	"vig"	"vasa intronic gene"
"chr3L"	2894943	2895143	201	"*"	5.09	5.28	4.96	0.32	0.316	0.662	"5041"	"FBgn0262593"	2895017	2959579	"+"	"overlapStart"	-74	74	"NearestLocation"	"Shab"	"Shaker cognate b"
"chr3L"	239393	239593	201	"*"	3.09	2.83	3.23	-0.41	0.316	0.662	"4702"	"FBgn0085482"	232480	233351	"-"	"upstream"	-6042	6042	"NearestLocation"	"CG34453"	"uncharacterized protein"
"chr3R"	27576356	27576556	201	"*"	5.19	5.39	5.05	0.34	0.316	0.662	"9783"	"FBgn0027492"	27561675	27582241	"-"	"inside"	5885	5685	"NearestLocation"	"wdb"	"widerborst"
"chr2R"	7744239	7744439	201	"*"	5.05	4.89	5.13	-0.24	0.316	0.662	"2537"	"FBgn0042135"	7716807	7735622	"-"	"upstream"	-8617	8617	"NearestLocation"	"Gdap2"	"Gdap2"
"chrX"	1523383	1523583	201	"*"	4.91	5.08	4.79	0.29	0.316	0.662	"10452"	"FBgn0025393"	1512227	1512803	"-"	"upstream"	-10580	10580	"NearestLocation"	"CG14795"	"uncharacterized protein"
"chr2L"	5384586	5384786	201	"*"	3.45	3.69	3.28	0.41	0.316	0.662	"591"	"FBgn0265958"	5387551	5388632	"+"	"upstream"	-2965	2765	"NearestLocation"	NA	NA
"chr2R"	12162969	12163169	201	"*"	5.91	6.06	5.82	0.24	0.317	0.662	"3104"	"FBgn0033688"	12154258	12162998	"-"	"overlapStart"	29	29	"NearestLocation"	"Prp8"	"pre-mRNA processing factor 8"
"chr2L"	15609213	15609413	201	"*"	4.72	4.89	4.6	0.29	0.317	0.662	"1646"	"FBgn0266159"	15610171	15610746	"+"	"upstream"	-958	758	"NearestLocation"	NA	NA
"chr2R"	9843688	9843888	201	"*"	5.12	5.31	4.99	0.32	0.317	0.662	"2790"	"FBgn0033453"	9842686	9845512	"+"	"inside"	1002	1002	"NearestLocation"	"Sting"	"sting"
"chr2L"	831702	831902	201	"*"	3.03	3.29	2.84	0.45	0.317	0.662	"96"	"FBgn0010583"	825969	833241	"+"	"inside"	5733	1339	"NearestLocation"	"dock"	"dreadlocks"
"chr2L"	11358601	11358801	201	"*"	6.4	6.52	6.32	0.21	0.317	0.662	"1302"	"FBgn0000287"	11358873	11373636	"+"	"upstream"	-272	72	"NearestLocation"	"salr"	"spalt-related"
"chr2L"	4378075	4378275	201	"*"	4.19	4.39	4.05	0.34	0.317	0.662	"460"	"FBgn0031597"	4380722	4382735	"-"	"downstream"	4660	2447	"NearestLocation"	"CG17612"	"uncharacterized protein"
"chr3R"	18808492	18808692	201	"*"	4.8	4.98	4.68	0.3	0.317	0.662	"8845"	"FBgn0038652"	18759236	18795169	"-"	"upstream"	-13323	13323	"NearestLocation"	"CG7720"	"uncharacterized protein"
"chr2R"	14621472	14621672	201	"*"	6.42	6.56	6.33	0.23	0.317	0.662	"3427"	"FBgn0083123"	14621601	14624498	"+"	"overlapStart"	-129	71	"NearestLocation"	NA	NA
"chr3L"	21382338	21382538	201	"*"	5.93	6.08	5.84	0.25	0.317	0.662	"7088"	"FBgn0261258"	21382501	21424416	"+"	"overlapStart"	-163	37	"NearestLocation"	"rgn"	"regeneration"
"chr3L"	15540813	15541013	201	"*"	5.43	5.59	5.33	0.26	0.317	0.662	"6383"	"FBgn0004396"	15535395	15553214	"+"	"inside"	5418	5418	"NearestLocation"	"CrebA"	"Cyclic-AMP response element binding protein A"
"chr3R"	30716448	30716648	201	"*"	4.23	4.47	4.07	0.39	0.317	0.662	"10073"	"FBgn0267939"	30715125	30716848	"+"	"inside"	1323	200	"NearestLocation"	NA	NA
"chr2R"	5608838	5609038	201	"*"	7.49	7.6	7.41	0.19	0.317	0.662	"2273"	"FBgn0039970"	5608635	5611586	"+"	"inside"	203	203	"NearestLocation"	"CG17508"	"uncharacterized protein"
"chr2L"	10362647	10362847	201	"*"	5.13	5.33	5	0.34	0.317	0.662	"1178"	"FBgn0027568"	10358134	10362707	"-"	"overlapStart"	60	60	"NearestLocation"	"Cand1"	"Cullin-associated and neddylation-dissociated 1"
"chr2L"	8464201	8464401	201	"*"	3.8	4.04	3.64	0.39	0.317	0.662	"956"	"FBgn0285971"	8464488	8466694	"+"	"upstream"	-287	87	"NearestLocation"	"prg"	"piragua"
"chr3L"	19204803	19205003	201	"*"	5.14	5.43	4.94	0.5	0.317	0.662	"6852"	"FBgn0267603"	19183998	19184726	"-"	"upstream"	-20077	20077	"NearestLocation"	NA	NA
"chr3L"	3121921	3122121	201	"*"	6.3	6.45	6.2	0.25	0.317	0.662	"5064"	"FBgn0052273"	3121942	3122014	"-"	"includeFeature"	93	21	"NearestLocation"	NA	NA
"chr3R"	25265663	25265863	201	"*"	6.54	6.67	6.46	0.21	0.317	0.662	"9560"	"FBgn0039306"	25265844	25267757	"+"	"overlapStart"	-181	19	"NearestLocation"	"RIOK2"	"RIO kinase 2"
"chrX"	21605135	21605335	201	"*"	6.24	6.37	6.16	0.21	0.317	0.662	"12530"	"FBgn0027588"	21600502	21605264	"-"	"overlapStart"	129	71	"NearestLocation"	"GCS2alpha"	"Glucosidase 2 alpha subunit"
"chr2R"	19620252	19620452	201	"*"	3.7	3.96	3.52	0.43	0.317	0.662	"4041"	"FBgn0003435"	19517864	19631508	"-"	"inside"	11256	11056	"NearestLocation"	"sm"	"smooth"
"chrX"	2663766	2663966	201	"*"	5.11	5.27	5.01	0.26	0.317	0.662	"10624"	"FBgn0266707"	2675188	2676657	"+"	"upstream"	-11422	11222	"NearestLocation"	NA	NA
"chr3L"	14843697	14843897	201	"*"	3.23	3.48	3.06	0.41	0.317	0.662	"6327"	"FBgn0036454"	14805136	14882224	"+"	"inside"	38561	38327	"NearestLocation"	"CG17839"	"uncharacterized protein"
"chr3L"	3319321	3319521	201	"*"	5.81	5.97	5.71	0.26	0.318	0.662	"5093"	"FBgn0035436"	3319555	3322489	"+"	"upstream"	-234	34	"NearestLocation"	"CG12016"	"uncharacterized protein"
"chr3L"	3319321	3319521	201	"*"	5.81	5.97	5.71	0.26	0.318	0.662	"5093"	"FBgn0259933"	3319555	3322489	"+"	"upstream"	-234	34	"NearestLocation"	"CG42456"	"uncharacterized protein"
"chr2R"	18516817	18517017	201	"*"	4.11	4.34	3.94	0.39	0.318	0.662	"3888"	"FBgn0262476"	18514574	18526439	"+"	"inside"	2243	2243	"NearestLocation"	"CG43066"	"uncharacterized protein"
"chr2R"	7825349	7825549	201	"*"	5.1	5.27	4.98	0.29	0.318	0.662	"2560"	"FBgn0003082"	7825289	7827319	"+"	"inside"	60	60	"NearestLocation"	"phr"	"photorepair"
"chr3L"	1668648	1668848	201	"*"	6.66	6.79	6.57	0.22	0.318	0.662	"4905"	"FBgn0026372"	1666288	1668654	"-"	"overlapStart"	6	6	"NearestLocation"	"RpL23A"	"Ribosomal protein L23A"
"chr3R"	21499556	21499756	201	"*"	5.61	5.76	5.52	0.24	0.318	0.662	"9124"	"FBgn0264824"	21498632	21499405	"-"	"upstream"	-151	151	"NearestLocation"	NA	NA
"chr2L"	6948729	6948929	201	"*"	5.69	5.85	5.58	0.27	0.318	0.662	"733"	"FBgn0031872"	6945464	6948808	"-"	"overlapStart"	79	79	"NearestLocation"	"ihog"	"interference hedgehog"
"chr2R"	23879018	23879218	201	"*"	3.26	3.02	3.39	-0.37	0.318	0.662	"4474"	"FBgn0020372"	23878197	23880860	"+"	"inside"	821	821	"NearestLocation"	"TM4SF"	"Transmembrane 4 superfamily"
"chr3L"	12348951	12349151	201	"*"	5.48	5.33	5.56	-0.23	0.318	0.662	"6107"	"FBgn0036278"	12339116	12351544	"-"	"inside"	2593	2393	"NearestLocation"	"CrzR"	"Corazonin receptor"
"chr3L"	7361130	7361330	201	"*"	8.27	8.38	8.21	0.17	0.318	0.662	"5453"	"FBgn0035771"	7360561	7364366	"+"	"inside"	569	569	"NearestLocation"	"Sec63"	"Secretory 63"
"chr3L"	9208842	9209042	201	"*"	5.61	5.78	5.49	0.29	0.318	0.662	"5720"	"FBgn0035968"	9203065	9208853	"-"	"overlapStart"	11	11	"NearestLocation"	"Slc45-1"	"Solute carrier family 45 member 1"
"chr3L"	9115168	9115368	201	"*"	5.88	6.14	5.69	0.46	0.318	0.662	"5709"	"FBgn0040827"	9096877	9097494	"+"	"downstream"	18291	17674	"NearestLocation"	"CG13315"	"uncharacterized protein"
"chr3L"	3611303	3611503	201	"*"	4.63	4.44	4.74	-0.3	0.318	0.662	"5141"	"FBgn0035452"	3612192	3615244	"+"	"upstream"	-889	689	"NearestLocation"	"CG10359"	"uncharacterized protein"
"chr3R"	12080711	12080911	201	"*"	5.54	5.71	5.44	0.27	0.318	0.662	"8142"	"FBgn0037989"	12068375	12090612	"-"	"inside"	9901	9701	"NearestLocation"	"ATP8B"	"ATPase 8B"
"chr2R"	19564922	19565122	201	"*"	4.86	5.02	4.75	0.27	0.318	0.662	"4034"	"FBgn0053535"	19564873	19564944	"-"	"overlapStart"	22	22	"NearestLocation"	NA	NA
"chrX"	14592620	14592820	201	"*"	4.9	5.09	4.77	0.32	0.318	0.662	"11826"	"FBgn0030573"	14583677	14584616	"+"	"downstream"	8943	8004	"NearestLocation"	"nmdyn-D6"	"nmdyn-D6"
"chr2R"	21871743	21871943	201	"*"	6.89	7.02	6.81	0.21	0.318	0.662	"4254"	"FBgn0085397"	21872030	21946259	"+"	"upstream"	-287	87	"NearestLocation"	"Fili"	"Fish-lips"
"chr3R"	16374181	16374381	201	"*"	4.76	4.96	4.63	0.34	0.318	0.662	"8618"	"FBgn0266703"	16371578	16372778	"-"	"upstream"	-1403	1403	"NearestLocation"	NA	NA
"chrX"	7637009	7637209	201	"*"	4.76	4.94	4.65	0.29	0.318	0.662	"11077"	"FBgn0004198"	7608428	7678859	"+"	"inside"	28581	28581	"NearestLocation"	"ct"	"cut"
"chrX"	9629170	9629370	201	"*"	3.04	3.29	2.86	0.43	0.318	0.662	"11319"	"FBgn0261931"	9608946	9623243	"+"	"downstream"	20224	5927	"NearestLocation"	"CG42797"	"uncharacterized protein"
"chr2L"	10239266	10239466	201	"*"	4.59	4.78	4.46	0.32	0.319	0.662	"1148"	"FBgn0004419"	10239341	10242172	"+"	"overlapStart"	-75	75	"NearestLocation"	"me31B"	"maternal expression at 31B"
"chr2R"	13415516	13415716	201	"*"	3.67	3.9	3.52	0.38	0.319	0.662	"3258"	"FBgn0260475"	13412769	13414620	"-"	"upstream"	-896	896	"NearestLocation"	"CG30059"	"uncharacterized protein"
