PeakID (cmd=annotatePeaks.pl Kirkland_LamB_DESEQ2.bed dm6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
8434	chr3R	29153303	29153502	+	1.00	NA	promoter-TSS (NM_143420)	promoter-TSS (NM_143420)	-122	NM_001276129	43449	Dm.6875	NM_143420		Rpn2	11888|CG11888|Dmel\CG11888|PSMC1|RPN2|S1|dRpn2|p110|rpn2	Regulatory particle non-ATPase 2	protein-coding
999	chr2L	10255803	10256002	+	1.00	NA	promoter-TSS (NM_135518)	promoter-TSS (NM_135518)	-11	NM_135518	34368	Dm.7291	NM_135518		CG5676	BEST:LD31953|Dmel\CG5676|LD31953	uncharacterized protein	protein-coding
6456	chr3R	6424234	6424433	+	1.00	NA	intron (NM_001275387, intron 1 of 6)	intron (NM_001275387, intron 1 of 6)	-14755	NR_073986	14462439		NR_073986		lncRNA:CR44017	CR44017|Dmel\CR44017	long non-coding RNA:CR44017	ncRNA
4366	chr3L	3193062	3193261	+	1.00	NA	promoter-TSS (NM_139526)	promoter-TSS (NM_139526)	-55	NM_079175	38389	Dm.2800	NM_079175		Hsp83	143198_at|83|83K HSP|CG1242|DMHSP82|DmHsp83|Dmel\CG1242|E(sev)3A|E(sina)2|HSP82|HSP83|HSP90|HSP90A1|Hsp82|Hsp90|ORF1|P02828|Su(Raf)3A|anon-EST:Liang-2.53|anon-WO0068693|anon-WO0140519.209|clone 2.53|en(lz)3C/4C|hsp82|hsp83|hsp84|hsp90|l(3)j5C2|ms(3)08445|stc	Heat shock protein 83	protein-coding
6144	chr3L	22078282	22078481	+	1.00	NA	TTS (NM_079487)	TTS (NM_079487)	-1941	NM_001170024	8674014	Dm.36713	NM_001170024		Sfp79B	CG42483|Dmel\CG42483	Seminal fluid protein 79	protein-coding
1108	chr2L	11168815	11169014	+	1.00	NA	intron (NM_001273447, intron 3 of 11)	CpG	-1018	NM_205963	34557	Dm.19313	NM_078822		Ca-beta	CG14922|CG14923|CG33305|CG42403|CG6320|CaBeta|DmCa1beta|Dmel\CG42403|Dmel_CG33305|Dmel_CG6320|ca-beta|dmcab1	Ca2+-channel-protein-beta-subunit	protein-coding
5134	chr3L	11253868	11254067	+	1.00	NA	exon (NM_206321, exon 2 of 2)	exon (NM_206321, exon 2 of 2)	1660	NM_206321	39270	Dm.6574	NM_140199		scyl	7590|CG7590|Dmel\CG7590|Scyl|anon-WO0118547.215|scy	scylla	protein-coding
9388	chrX	6776463	6776662	+	1.00	NA	intron (NM_001298034, intron 1 of 7)	intron (NM_001298034, intron 1 of 7)	3097	NM_001298036	31617	Dm.58	NM_132121		shf	CG3134|CG3135|CT10514|D-Wif|DmWIF|DmWif|Dmel\CG3135|Shf|shf-ov	shifted	protein-coding
9725	chrX	10599491	10599690	+	1.00	NA	TTS (NM_132410)	TTS (NM_132410)	2056	NM_001272494	31990	Dm.7074	NM_132411		CG1628	Dmel\CG1628	uncharacterized protein	protein-coding
2810	chr2R	13513276	13513475	+	1.00	NA	TTS (NM_137035)	TTS (NM_137035)	-1884	NM_137036	36501	Dm.19923	NM_137036		CG13330	Dmel\CG13330	uncharacterized protein	protein-coding
6491	chr3R	7037340	7037539	+	1.00	NA	promoter-TSS (NR_125092)	promoter-TSS (NR_125092)	-439	NR_125092	19835626		NR_125092		lncRNA:CR44933	CR44933|Dmel\CR44933|lincRNA.702	long non-coding RNA:CR44933	ncRNA
5173	chr3L	11627919	11628118	+	1.00	NA	promoter-TSS (NM_206334)	promoter-TSS (NM_206334)	-19	NM_206334	59176	Dm.11226	NM_144417		CG18815	APT1|Dmel\CG18815|anon-EST:Posey232	uncharacterized protein	protein-coding
7658	chr3R	20286924	20287123	+	1.00	NA	intron (NM_001260274, intron 2 of 18)	CpG	-6021	NM_001260275	53560	Dm.5727	NM_080253		cic	CG43122|CG5060|CG5067|CIC|Cic|Dmel\CG43122|Dmel_CG5060|Dmel_CG5067|E(Dl)D49|cics|fet	capicua	protein-coding
3037	chr2R	15693938	15694137	+	1.00	NA	promoter-TSS (NR_124567)	promoter-TSS (NR_124567)	-55	NM_001038860	3885588	Dm.29533	NM_001038860		CG33460	CG30086|CG8215|CR33460|Dmel\CG33460|SP41	uncharacterized protein	protein-coding
9287	chrX	5916991	5917190	+	1.00	NA	promoter-TSS (NM_132051)	promoter-TSS (NM_132051)	-7	NM_001297988	31525	Dm.12969	NM_132051		CG3726	Dmel\CG3726	uncharacterized protein	protein-coding
28	chr2L	224175	224374	+	1.00	NA	non-coding (NR_073675, exon 1 of 1)	non-coding (NR_073675, exon 1 of 1)	755	NR_073675	14462647		NR_073675		lncRNA:CR44222	CR44222|Dmel\CR44222	long non-coding RNA:CR44222	ncRNA
8473	chr3R	29736753	29736952	+	1.00	NA	promoter-TSS (NM_143461)	promoter-TSS (NM_143461)	-107	NM_143460	43502	Dm.3158	NM_143460		CG7601	BcDNA:GH06026|Dmel\CG7601	uncharacterized protein	protein-coding
536	chr2L	5879445	5879644	+	1.00	NA	promoter-TSS (NM_135121)	promoter-TSS (NM_135121)	-46	NM_001298713	33814	Dm.4675	NM_135121		rau	CG8965|Dmel\CG8965	rau	protein-coding
7696	chr3R	20765952	20766151	+	1.00	NA	intron (NM_001104379, intron 1 of 10)	intron (NM_001104379, intron 1 of 10)	-3682	NM_169923	46155	Dm.29838	NM_169923		CG31195	Dmel\CG31195|l(3)03806	uncharacterized protein	protein-coding
1101	chr2L	11112973	11113172	+	1.00	NA	promoter-TSS (NM_135645)	promoter-TSS (NM_135645)	-11	NM_135645	34544	Dm.19817	NM_135645		CG6201	Dmel\CG6201	uncharacterized protein	protein-coding
8776	chrUn_DS484009v1	87	286	+	1.00	NA	NA	TART|LINE|Jockey	NA	NA								
1057	chr2L	10532085	10532284	+	1.00	NA	TTS (NM_135574)	TTS (NM_135574)	363	NM_135575	34451	Dm.26783	NM_135575		CG18301	Dmel\CG18301	uncharacterized protein	protein-coding
5265	chr3L	12580353	12580552	+	1.00	NA	promoter-TSS (NM_079321)	promoter-TSS (NM_079321)	-220	NM_079321	39439	Dm.2892	NM_079321		ara	Ara|CG10571|Dmel\CG10571|IRO-C|Iro|Iro-C|IroC|iro|iro-C	araucan	protein-coding
7986	chr3R	23679940	23680139	+	1.00	NA	promoter-TSS (NM_079739)	promoter-TSS (NM_079739)	0	NM_079739	42789	Dm.2369	NM_079739		eIF3d1	153314_at|BEST:GM10514|CG10161|Dmel\CG10161|GM04979|GM10514|eIF-3p66|eIF3-S7|eIF3d|eIF3p66|eiF3p66	eukaryotic translation initiation factor 3 subunit d1	protein-coding
10309	chrX	16965800	16965999	+	1.00	NA	intron (NM_001258794, intron 2 of 10)	intron (NM_001258794, intron 2 of 10)	2780	NM_001258794	32687	Dm.7014	NM_132956		Ubr1	CG9086|Dmel\CG9086|UBR1|UBR1/2|ubr1	Ubr1 ubiquitin ligase	protein-coding
5661	chr3L	17242300	17242499	+	1.00	NA	promoter-TSS (NM_168722)	promoter-TSS (NM_168722)	-271	NM_168720	39922	Dm.986	NM_168720		CG6512	AFG3L2|DmCG6512|Dmel\CG6512	uncharacterized protein	protein-coding
173	chr2L	1927506	1927705	+	1.00	NA	promoter-TSS (NM_001042863)	promoter-TSS (NM_001042863)	-148	NM_001042862	33367	Dm.264	NM_134786		Wdr62	CG7337|Dmel\CG7337|Q0E8U7_DROME|WDR62|wdr62	WD repeat domain 62	protein-coding
6753	chr3R	9834989	9835188	+	1.00	NA	intron (NM_001275513, intron 2 of 2)	intron (NM_001275513, intron 2 of 2)	-10224	NR_037758	10178813		NR_037758		lncRNA:CR42858	CR42858|Dmel\CR42858	long non-coding RNA:CR42858	ncRNA
7535	chr3R	18677515	18677714	+	1.00	NA	promoter-TSS (NM_169831)	promoter-TSS (NM_169831)	-75	NM_169831	42243	Dm.4504	NM_142484		dind	CG7705|Dmel\CG7705|l(3)91CD|l(3)91Cd|l(3)CR3	diamond	protein-coding
10039	chrX	13845810	13846009	+	1.00	NA	promoter-TSS (NM_167384)	promoter-TSS (NM_167384)	-43	NM_167384	32352	Dm.4614	NM_132703		AMPdeam	AMP deam|CG11058|CG11065|CG15762|CG32626|Dmel\CG32626	AMP deaminase	protein-coding
6498	chr3R	7113123	7113322	+	1.00	NA	TTS (NM_169173)	TTS (NM_169173)	3210	NR_133349	26067234		NR_133349		lncRNA:CR45906	CR45906|Dmel\CR45906	long non-coding RNA:CR45906	ncRNA
7651	chr3R	20169194	20169393	+	1.00	NA	promoter-TSS (NM_142610)	promoter-TSS (NM_142610)	-142	NM_142610	42400	Dm.20221	NM_142610		CG5023	Dmel\CG5023	uncharacterized protein	protein-coding
6859	chr3R	10872268	10872467	+	1.00	NA	promoter-TSS (NM_141774)	promoter-TSS (NM_141774)	14	NM_079586	41311	Dm.1782	NM_079586		Fdh	ADHX|ADHX_DROME|CG6598|Dmel\CG6598|GSNOR|ODH|Odh|fdh|gfd|gfd/odh|odh	Formaldehyde dehydrogenase	protein-coding
9381	chrX	6730597	6730796	+	1.00	NA	promoter-TSS (NM_132117)	promoter-TSS (NM_132117)	-163	NM_132117	31612	Dm.17649	NM_132117		CG3168	BEST:LP06294|Dmel\CG3168|LP06294.5prime	uncharacterized protein	protein-coding
10529	chrX	19317481	19317680	+	1.00	NA	intron (NM_001298506, intron 1 of 4)	intron (NM_001298506, intron 1 of 4)	4526	NM_133150	32926	Dm.3073	NM_133150		out	BcDNA:LD28120|CG8062|Dmel\CG8062|Out	outsiders	protein-coding
7255	chr3R	15374416	15374615	+	1.00	NA	promoter-TSS (NM_001316579)	promoter-TSS (NM_001316579)	-120	NM_169652	41880		NM_169652		Rbp	CG14867|CG31302|CG43073|CG5143|CG5152|DRBP|Dmel\CG43073|Dmel_CG14867|Dmel_CG31302|RBP|drbp|rbp	RIM-binding protein	protein-coding
6702	chr3R	9436597	9436796	+	1.00	NA	promoter-TSS (NM_169285)	promoter-TSS (NM_169285)	-139	NM_001202271	44258	Dm.6913	NM_169280		ps	BcDNA:RE47781|CG16765|CG16776|CG16777|CG18509|CG42670|CG8144|Dmel\CG42670|Dmel_CG16765|Dmel_CG16777|EP(3)3406|NOVA1|PS|cg8144|l(3)10615	pasilla	protein-coding
7554	chr3R	18928574	18928773	+	1.00	NA	promoter-TSS (NM_169844)	promoter-TSS (NM_169844)	-14	NM_001275791	42268	Dm.11088	NM_142505		Mpc1	CG14290|Dmel\CG14290|dMPC1	Mitochondrial pyruvate carrier	protein-coding
3040	chr2R	15745586	15745785	+	1.00	NA	intron (NM_001299537, intron 1 of 3)	intron (NM_001299537, intron 1 of 3)	10189	NM_001299537	36736		NM_137212		CG30089	CG12305|CG12966|CG12967|Dmel\CG30089	uncharacterized protein	protein-coding
7479	chr3R	18185464	18185663	+	1.00	NA	promoter-TSS (NM_169791)	promoter-TSS (NM_169791)	65	NM_142427	42173	Dm.23328	NM_142427		Arp5	CG7940|Dmel\CG7940|dArp5	Actin-related protein 5	protein-coding
793	chr2L	8211148	8211347	+	1.00	NA	promoter-TSS (NM_164799)	promoter-TSS (NM_164799)	-100	NM_057788	34120	Dm.2642	NM_057788		Ssb-c31a	C31A|CG8396|Dmel\CG8396|PC4-like|Ssb-C31a|p11	Single stranded-binding protein c31A	protein-coding
3589	chr2R	21214909	21215108	+	1.00	NA	promoter-TSS (NM_137719)	promoter-TSS (NM_137719)	-36	NM_137719	37420	Dm.18845	NM_137719		Ugt49B1	BEST:GH09393|CG4302|Dmel\CG4302|GH09393|UGT49B1	UDP-glycosyltransferase family 49 member B1	protein-coding
7026	chr3R	12719851	12720050	+	1.00	NA	promoter-TSS (NM_001275580)	promoter-TSS (NM_001275580)	-158	NM_001275580	47173	Dm.1769	NM_080141		Men	CG10120|Dmel\CG10120|MDH|ME|MEN|Mdh-NADP|Me|anon-WO0118547.278|mem|men	Malic enzyme	protein-coding
2077	chr2R	7070742	7070941	+	1.00	NA	TTS (NM_001299224)	TTS (NM_001299224)	2269	NM_001299224	35630		NM_001299224		CG12836	Dmel\CG12836|mdcds_19139	uncharacterized protein	protein-coding
9059	chrX	2720220	2720419	+	1.00	NA	promoter-TSS (NM_130669)	promoter-TSS (NM_130669)	8	NM_130669	31261	Dm.6433	NM_130669		CG2701	Dmel\CG2701|EG:95B7.9|II|anon-3Bd	uncharacterized protein	protein-coding
7234	chr3R	15268542	15268741	+	1.00	NA	promoter-TSS (NM_142183)	promoter-TSS (NM_142183)	-21	NM_142183	41847	Dm.18952	NM_142183		Zip88E	CG4334|Dmel\CG4334|ZIP88E|cg4334|dZip88E	Zinc/iron regulated transporter-related protein 88E	protein-coding
6775	chr3R	10035169	10035368	+	1.00	NA	intron (NM_001260085, intron 2 of 22)	intron (NM_001260085, intron 2 of 22)	7553	NM_176450	41225	Dm.32089	NM_176443		Mical	CG11685|CG11687|CG18484|CG18667|CG18668|CG33186|CG33190|CG33208|Dmel\CG33208|MICAL|mdcds_49226|mical|milch	Molecule interacting with CasL	protein-coding
1786	chr2L	20897522	20897721	+	1.00	NA	intron (NM_001273719, intron 3 of 10)	intron (NM_001273719, intron 3 of 10)	-7226	NM_165351	35359	Dm.2151	NM_136229		sky	CG14399|CG9339|CG9340|Dmel\CG9339|Sky|anon-WO0118547.455	skywalker	protein-coding
5564	chr3L	16377817	16378016	+	1.00	NA	intron (NM_001275011, intron 1 of 3)	(CA)n|Simple_repeat|Simple_repeat	650	NM_001275012	39818	Dm.11424	NM_140629		roq	CG16807|Dmel\CG16807|NEST:bs21b12|Roq	roquin	protein-coding
7273	chr3R	15666007	15666206	+	1.00	NA	promoter-TSS (NM_176504)	promoter-TSS (NM_176504)	-77	NM_176504	41899	Dm.4938	NM_176504		pxb	BcDNA:RE16319|CG14873|CG14874|CG33207|CG33207/Pxb|Dmel\CG33207|Pxb	pxb	protein-coding
500	chr2L	5294868	5295067	+	1.00	NA	intron (NM_001298694, intron 1 of 2)	intron (NM_001298694, intron 1 of 2)	2961	NR_124084	19836028		NR_124084		lncRNA:CR45730	CR45730|Dmel\CR45730	long non-coding RNA:CR45730	ncRNA
2485	chr2R	10572193	10572392	+	1.00	NA	intron (NM_001014518, intron 1 of 6)	intron (NM_001014518, intron 1 of 6)	2338	NM_001014518	36118	Dm.7369	NM_078962		psq	BTB-V|BtbV|CG2368|Dmel\CG2368|Lola|PSQ|Pipsqueak|Piq|Psq|eyeful|pip|psk|psq-1|rum|zep	pipsqueak	protein-coding
7165	chr3R	14557514	14557713	+	1.00	NA	5' UTR (NM_142112, exon 1 of 14)	5' UTR (NM_142112, exon 1 of 14)	437	NM_001275637	41760		NM_142112		Pde6	CG8279|DmPDE5/6|DmPDE6|Dmel\CG8279|PDE5/6|PDE6	Phosphodiesterase 6	protein-coding
4197	chr3L	1537347	1537546	+	1.00	NA	promoter-TSS (NM_167890)	promoter-TSS (NM_167890)	20	NM_167890	38178	Dm.11783	NM_139363		pns	CG7852|Dmel\CG7852	pinstripe	protein-coding
9113	chrX	3451364	3451563	+	1.00	NA	intron (NR_123782, intron 3 of 3)	intron (NR_123782, intron 3 of 3)	-2520	NM_001272276	31311	Dm.33932	NM_130699		CG12535	Dmel\CG12535	uncharacterized protein	protein-coding
1483	chr2L	16798845	16799044	+	1.00	NA	promoter-TSS (NM_165193)	promoter-TSS (NM_165193)	-81	NM_165193	53511	Dm.6203	NM_144370		Ugt37D1	AC 005121C|CG17932|Dmel\CG17932|UGT37D1|Ugt36Bc	UDP-glycosyltransferase family 37 member D1	protein-coding
9636	chrX	9550834	9551033	+	1.00	NA	promoter-TSS (NM_167192)	promoter-TSS (NM_167192)	-95	NM_167191	31896	Dm.21388	NM_167191		CG32700	BcDNA:GH19985|CG12651|CG12652|CG18429|CG2994|CR43497|Dmel\CG32700|Dmel_CR43497|Tes89	uncharacterized protein	protein-coding
1042	chr2L	10467249	10467448	+	1.00	NA	intron (NM_001273422, intron 2 of 9)	CpG	7001	NM_164931	34438	Dm.11052	NM_164930		RluA-1	CG13143|CG31719|CG7475|Dmel\CG31719|RluA1	RluA pseudouridine synthase 1	protein-coding
10248	chrX	16441420	16441619	+	1.00	NA	promoter-TSS (NM_132901)	promoter-TSS (NM_132901)	-34	NM_001298399	32616	Dm.5319	NM_132901		rngo	CG4420|Ddi1|Dmel\CG4420|Rngo	rings lost	protein-coding
214	chr2L	2374517	2374716	+	1.00	NA	promoter-TSS (NM_134832)	promoter-TSS (NM_134832)	11	NM_134831	33421	Dm.18398	NM_134831		CG3609	CT12127|Dmel\CG3609	uncharacterized protein	protein-coding
4006	chr2R	25006146	25006345	+	1.00	NA	intron (NM_001014552, intron 2 of 12)	CpG	4963	NM_001202081	38001	Dm.2632	NM_079136		zip	CG15792|DROMHC|Dm nmII|Dmel\CG15792|DmnmII|Dronm-MII|E(br)|MHC|Mhc-c|Mhc-c[1]|Myo|Myo II|Myo-II|Myo-II HC|Myo15|Myo2|MyoII|NMM|NMMII|ZIP|Zip|anon-WO0140519.37|l(2)02957|l(2)17F1|myo II|myoII|myosin-II|nmMHC|nmy-2|zip/MyoII|zpr	zipper	protein-coding
1289	chr2L	13572011	13572210	+	1.00	NA	intron (NM_001014481, intron 3 of 11)	intron (NM_001014481, intron 3 of 11)	-10459	NR_124237	19835948		NR_124237		lncRNA:CR44973	CR44973|Dmel\CR44973	long non-coding RNA:CR44973	ncRNA
2662	chr2R	12179878	12180077	+	1.00	NA	promoter-TSS (NM_136895)	promoter-TSS (NM_136895)	-75	NM_136894	36310	Dm.20651	NM_136894		CG8860	BcDNA:GM14157|Dmel\CG8860	uncharacterized protein	protein-coding
7876	chr3R	22447853	22448052	+	1.00	NA	promoter-TSS (NM_170013)	promoter-TSS (NM_170013)	-147	NM_170013	42638	Dm.16607	NM_170013		CG34376	CG13845|CG13846|CG13851|CG31160|Dmel\CG34376|Dmel_CG13845|Dmel_CG31160	uncharacterized protein	protein-coding
10479	chrX	18777147	18777346	+	1.00	NA	intron (NM_001272760, intron 1 of 2)	(AATAA)n|Simple_repeat|Simple_repeat	748	NM_001272760	32865	Dm.19741	NM_133095		CG6891	Dmel\CG6891	uncharacterized protein	protein-coding
9595	chrX	9103302	9103501	+	1.00	NA	TTS (NM_078538)	TTS (NM_078538)	338	NM_001258658	31839	Dm.4277	NM_132297		CG7766	Dmel\CG7766	uncharacterized protein	protein-coding
2827	chr2R	13593246	13593445	+	1.00	NA	promoter-TSS (NM_137047)	promoter-TSS (NM_137047)	-6	NM_001299460	19835563		NM_001299460		CG45088	Dmel\CG45088|Dromel_CG6191_FBtr0087678_uORF	uncharacterized protein	protein-coding
4184	chr3L	1354196	1354395	+	1.00	NA	intron (NM_001274324, intron 3 of 7)	intron (NM_001274324, intron 3 of 7)	3179	NM_001274325	38161	Dm.807	NM_138261		312	BEST:CK01660|CG9166|Dmel\CG9166	312	protein-coding
5155	chr3L	11389045	11389244	+	1.00	NA	Intergenic	(CAA)n|Simple_repeat|Simple_repeat	-4886	NR_124889	19834865		NR_124889		lncRNA:CR42755	CG42755|CR42755|Dmel\CR42755	long non-coding RNA:CR42755	ncRNA
8455	chr3R	29499378	29499577	+	1.00	NA	TTS (NM_170412)	TTS (NM_170412)	2936	NM_170412	43475	Dm.12954	NM_143439		CG2010	Dmel\CG2010|FBXL3	uncharacterized protein	protein-coding
5790	chr3L	18625852	18626051	+	1.00	NA	promoter-TSS (NM_001275090)	promoter-TSS (NM_001275090)	-8	NM_001275088	40032	Dm.5509	NM_140792		MYPT-75D	CG6896|Dmel\CG6896|MYPT75-D|MYPT75D|Mypt-75d	MYPT-75D	protein-coding
4102	chr3L	648504	648703	+	1.00	NA	promoter-TSS (NM_138200)	promoter-TSS (NM_138200)	48	NM_138200	38076	Dm.4155	NM_138200		Gale	CG12030|Dmel\CG12030|GALE|dGALE	UDP-galactose 4'-epimerase	protein-coding
7376	chr3R	16734431	16734630	+	1.00	NA	promoter-TSS (NM_206497)	promoter-TSS (NM_206497)	-104	NM_080500	42034	Dm.21668	NM_080500		Ubx	BX-C|Bxl|CG10388|Cbx|DUbx|Dm Ubx|DmUbx|Dmel\CG10388|Hm|UBX|UBx|Uab|Ubx1b|abx|bx|bx[D]|bxd|bxd[D]|bxl|l(3)89Eb|pbx|ubx	Ultrabithorax	protein-coding
2228	chr2R	8240424	8240623	+	1.00	NA	TTS (NM_165597)	TTS (NM_165597)	1494	NR_124463	19835206		NR_124463		lncRNA:CR44276	CR44276|Dmel\CR44276	long non-coding RNA:CR44276	ncRNA
5949	chr3L	20080150	20080349	+	1.00	NA	intron (NM_001275157, intron 1 of 2)	intron (NM_001275157, intron 1 of 2)	8758	NM_079452	40195	Dm.1010	NM_079452		sNPF-R	CG18639|CG7395|CG7395/CG18639|CT22771|Dmel\CG7395|Drm-NPFR76F|Drm-sNPF-R|GPCR60|NPFR76F|anon-WO0131005.1|sNPFR|sNPFR1|snpfr	short neuropeptide F receptor	protein-coding
6939	chr3R	11813054	11813253	+	1.00	NA	promoter-TSS (NM_001275558)	promoter-TSS (NM_001275558)	54	NM_001275558	41428	Dm.10007	NM_169431		ClC-a	CG14726|CG31116|CG6942|CLC-2|Clc-a|DmClC-2|DmClC-a|DmClCa|Dmel\CG31116|FBgn0037951	Chloride channel-a	protein-coding
647	chr2L	7010175	7010374	+	1.00	NA	promoter-TSS (NM_135247)	promoter-TSS (NM_135247)	85	NM_135247	33983		NM_135247		uif	CG9138|CT26172|Dmel\CG9138|Poly-EGF|SP1070|Uif|poly-EGF|sp1070	uninflatable	protein-coding
2327	chr2R	9401671	9401870	+	1.00	NA	TTS (NM_001259294)	TTS (NM_001259294)	-1441	NM_001032225	3772288	Dm.6564	NM_001032225		CG33774	BcDNA:GM20929|Dm_2R:21419|Dmel\CG33774	uncharacterized protein	protein-coding
4153	chr3L	1100787	1100986	+	1.00	NA	5' UTR (NM_167852, exon 1 of 4)	5' UTR (NM_167852, exon 1 of 4)	203	NM_001274311	38116	Dm.14837	NM_167852		bab1	BAB|BAB-1|BAB1|Bab1|CG13910|CG9097|Dmel\CG9097|anon-WO0118547.639|bab|bab-I|bric-a-brac	bric a brac 1	protein-coding
5517	chr3L	16004256	16004455	+	1.00	NA	promoter-TSS (NM_079376)	promoter-TSS (NM_079376)	381	NM_001274983	39748	Dm.15257	NM_140568		CG5830	24664944|Dmel\CG5830	uncharacterized protein	protein-coding
3776	chr2R	22926436	22926635	+	1.00	NA	promoter-TSS (NM_166576)	promoter-TSS (NM_166576)	-18	NM_001299820	37643	Dm.21267	NM_137893		ReepA	BcDNA:LD42159|BcDNA:RE29641|CG30190|CG30193|CG42678|CG9848|D-reep1|Dmel\CG42678|Dmel_CG30190|Dmel_CG30193|Reep1|anon-WO0118547.113|reep1	Receptor expression enhancing protein A	protein-coding
10327	chrX	17170739	17170938	+	1.00	NA	intron (NM_001298435, intron 1 of 7)	intron (NM_001298435, intron 1 of 7)	10832	NM_001298436	32703	Dm.191	NM_001042818		baz	BAZ|Baz|Baz/Par-3|Baz/Par3|Bazooka|CG5055|D-Par3|D-par3|Dmel\CG5055|PAR-3|PAR3|Par-3|Par3|dPar-3|l(1)G0484|par-3|par3	bazooka	protein-coding
10272	chrX	16651199	16651398	+	1.00	NA	promoter-TSS (NM_167529)	promoter-TSS (NM_167529)	-78	NM_001298412	8674080	Dm.23165	NM_001169305		CG42512	CG42528|Dmel\CG42512|Dromel_CG32573_FBtr0074315_uORF	uncharacterized protein	protein-coding
6088	chr3L	21479698	21479897	+	1.00	NA	Intergenic	Intergenic	-3318	NM_079478	40374	Dm.5749	NM_079478		croc	CG5069|Dmel\CG5069|Dmfd1|FD1|FoxC|fd1|fd78E	crocodile	protein-coding
10507	chrX	19158779	19158978	+	1.00	NA	promoter-TSS (NM_133124)	promoter-TSS (NM_133124)	-677	NM_133124	32898	Dm.3638	NM_133123		RhoGAP18B	5-131|CG17015|CG42274|CG7481|CG7502|CG7531|Dmel\CG42274|Dmel_CG7481|Dmel_CG7502|whir	Rho GTPase activating protein at 18B	protein-coding
9971	chrX	13334899	13335098	+	1.00	NA	TTS (NM_167363)	TTS (NM_167363)	2624	NR_133522	26067085		NR_133522		lncRNA:CR32636	CG15746|CG32636|CR32636|Dmel\CR32636	long non-coding RNA:CR32636	ncRNA
1579	chr2L	18617131	18617330	+	1.00	NA	promoter-TSS (NM_078873)	promoter-TSS (NM_078873)	-26	NM_001273613	35116	Dm.2155	NM_078873		MESR3	CG15162|Dmel\CG15162	Misexpression suppressor of ras 3	protein-coding
1146	chr2L	11873037	11873236	+	1.00	NA	intron (NM_001144345, intron 1 of 8)	intron (NM_001144345, intron 1 of 8)	1323	NM_001144347	34594	Dm.7664	NM_135676		Pde1c	CG14940|CG14942|CG14943|CG14944|CG31757|CG31758|CG42325|CG44007|Dmel\CG44007|Dmel_CG14940|Dmel_CG14943|Dmel_CG14944|Dmel_CG31757|Dmel_CG31758|Dmel_CG42325|PDE1|PDE1C|PDE1c|mdcds_1440	Phosphodiesterase 1c	protein-coding
1454	chr2L	16544800	16544999	+	1.00	NA	promoter-TSS (NM_001144357)	promoter-TSS (NM_001144357)	-117	NM_001144357	34987	Dm.11210	NM_135957		mtgo	CG13260|CG13261|CG31738|CG42389|CG4668|CT15043|CT15049|Dmel\CG42389|Dmel_CG13260|Dmel_CG31738|anon-EST:Liang-1.16|clone 1.16	miles to go	protein-coding
4019	chr3L	25260	25459	+	1.00	NA	exon (NM_138154, exon 4 of 6)	exon (NM_138154, exon 4 of 6)	1186	NM_138154	38013	Dm.1984	NM_138154		mthl8	CG11869|CG13406|CG32475|Dmel\CG32475|Mth-8|Mthl8|anon-WO0170980.145|anon-WO0170980.146|mthl-8	methuselah-like 8	protein-coding
875	chr2L	8951388	8951587	+	1.00	NA	promoter-TSS (NM_164840)	promoter-TSS (NM_164840)	-271	NM_135414	34215	Dm.366	NM_135414		C1GalTA	C1GALT1|C1beta3GalT1|CG9520|Dmel\CG9520|anon-WO0144478.18|dC1GalT|dC1GalT1|dC1beta3GalT1	Core 1 Galactosyltransferase A	protein-coding
2625	chr2R	11825204	11825403	+	1.00	NA	promoter-TSS (NM_136858)	promoter-TSS (NM_136858)	-42	NM_136858	36259	Dm.23912	NM_136858		CG13192	Dmel\CG13192|betaG	uncharacterized protein	protein-coding
3434	chr2R	19305062	19305261	+	1.00	NA	promoter-TSS (NM_137565)	promoter-TSS (NM_137565)	-11	NM_001299682	37217		NM_137565		CG7461	Dmel\CG7461|cg7461	uncharacterized protein	protein-coding
10101	chrX	14936253	14936452	+	1.00	NA	exon (NM_132760, exon 3 of 5)	exon (NM_132760, exon 3 of 5)	6036	NM_001169288	32425	Dm.6791	NM_078602		Flo2	CG11547|CG14409|CG32593|DmFlo2|Dmel\CG32593|FLO2|FLO[Dm]-2|Flo|Flo-2|flo2|mdcds_54791|reggie-1	Flotillin 2	protein-coding
2221	chr2R	8156507	8156706	+	1.00	NA	promoter-TSS (NR_073859)	promoter-TSS (NR_073859)	48	NM_165590	46027	Dm.522	NM_143771		kermit	BEST:LD04728|CG11546|Dmel\CG11546|LD04728|dGIPC|dKermit|l(2)02045	kermit	protein-coding
3279	chr2R	17849329	17849528	+	1.00	NA	TTS (NM_137428)	TTS (NM_137428)	-1434	NM_170626	37040	Dm.7627	NM_137429		olf186-F	BcDNA:LD03241|CG11430|CRACM1|DOrai|Dmel\CG11430|ORAI|Olf186-F|Orai|Orai1|SPH206|dOrai|dOrai1|dorai|l(2)k11505|orai	olf186-F	protein-coding
